order_id,customer_id,order_date,amount,channel
O01285,C0304,2025-04-11,2821.0,Online
O01286,C0979,2025-05-01,4562.0,Online
O01287,C0119,2025-02-17,3341.0,Online
O01288,C0082,2025-04-20,208.0,Store
O01289,C0591,2025-05-08,387.0,Store
O01290,C0214,,159.0,Online
O01291,C0985,2025-10-27,3608.0,Online
O01292,C0024,2025-05-21,816.0,Online
O01293,C0545,2025-01-03,3869.0,Store
O01294,C0756,2025-11-06,4734.0,Store
O01295,C0281,2025-03-30,4366.0,Store
O01296,C0542,2025-08-31,2477.0,Store
O01297,C0299,2025-03-30,259.0,Store
O01298,C0524,2024-12-02,104.0,Online
O01299,C0081,2024-11-25,1027.0,Online
O01300,C0161,2025-03-19,2864.0,Store
O01301,C0178,2025-04-01,956.0,Online
O01302,C0286,2025-06-07,2596.0,Store
O01303,C0931,2025-03-24,2380.0,Store
O01304,C0494,2025-03-11,3519.0,Online
O01305,C0033,2025-01-12,134.0,Store
O01306,C0907,2025-03-30,420.0,Store
O01307,C0640,2025-07-23,833.0,Online
O01308,C0787,2025-06-09,2267.0,Online
O01309,C0553,2025-09-27,1456.0,Online
O01310,C0475,2025-06-22,2125.0,Online
O01311,C0012,2025-07-06,3285.0,Store
O01312,C0150,2024-12-19,1753.0,Store
O01313,C0444,2025-08-18,1623.0,Store
O01314,C0498,2024-11-22,,Store
O01315,C0898,2025-07-29,4685.0,Online
O01316,C0466,2025-09-03,3093.0,Store
O01317,C0129,2025-07-24,3079.0,
O01318,C0600,2025-02-18,2386.0,Store
O01319,C0463,2025-04-29,376.0,Store
O01320,C0244,2025-10-25,3368.0,Store
O01321,C0048,2025-06-21,3733.0,Store
O01322,,2025-07-17,830.0,Online
O01323,C0434,2025-09-17,1498.0,Store
,C0608,2025-10-13,3835.0,Online
O01325,C0462,2025-11-14,2967.0,Online
O01326,C0572,2025-04-30,4542.0,Online
O01327,C0981,2025-02-16,,Online
O01328,C0836,2025-05-06,1619.0,Store
O01329,C0093,2025-01-25,,Store
O01330,C0011,2025-05-15,3625.0,Online
O01331,C0516,2025-08-21,4488.0,Store
O01332,C0361,2025-08-09,4950.0,Online
O01333,C0819,2024-11-28,2315.0,Online
O01334,C0426,,1633.0,Store
O01335,C0030,2025-03-08,2563.0,
O01336,C0340,2025-06-13,3814.0,Store
O01337,C0594,,1762.0,Store
O01338,C0548,2025-05-13,771.0,Store
O01339,C0871,2024-12-20,3130.0,Online
O01340,C0685,2025-07-31,2670.0,Online
,C0115,2025-06-25,1935.0,
O01342,C0432,2025-01-12,4081.0,Store
O01343,C0708,,,Store
O01344,C0986,2025-05-13,1969.0,Store
O01345,C0286,2025-10-01,,Store
O01346,C0120,2025-05-10,3992.0,Store
O01347,C0512,2025-09-01,2291.0,Store
O01348,,2025-04-17,1820.0,Online
O01349,C0342,2025-11-02,864.0,Online
O01350,C0608,2025-01-16,150.0,Store
O01351,C0630,2025-05-20,4149.0,Online
O01352,C0632,2025-07-08,4089.0,Store
O01353,C0172,2025-06-15,1683.0,Store
O01354,C0247,2025-08-04,4399.0,Online
,C0126,2025-08-13,4977.0,Store
O01356,C0166,2025-10-04,1576.0,Online
O01357,C0476,2025-07-23,1983.0,Store
O01358,C0760,2025-04-24,803.0,Store
O01359,C0723,2025-07-16,1358.0,Online
O01360,C0834,2025-01-16,2767.0,Store
O01361,C0855,2025-10-25,3587.0,Store
O01362,C0357,2025-01-07,111.0,Store
O01363,,2025-01-27,1169.0,Store
O01364,C0966,2025-03-22,1398.0,Store
O01365,C0712,2025-10-03,3546.0,Online
O01366,C0600,2025-05-17,4282.0,Store
O01367,C0362,2025-06-20,4184.0,Store
O01368,C0609,2025-04-29,874.0,Online
,C0995,2025-08-11,1250.0,Online
,C0924,2025-07-27,4996.0,Online
O01371,C0639,2025-06-05,1265.0,Online
O01372,C0169,2024-12-21,1275.0,Store
O01373,,2024-12-02,738.0,Store
O01374,C0009,2025-05-20,1577.0,Online
O01375,C0018,2025-02-04,254.0,Online
O01376,C0781,2025-03-28,2383.0,Online
O01377,C0420,2025-01-25,3586.0,
O01378,C0492,2025-07-18,2971.0,Online
O01379,C0950,,3132.0,Store
O01380,C0050,2025-07-10,3259.0,Online
O01381,C0397,2025-04-09,860.0,Store
O01382,C0273,2025-04-20,3973.0,Online
O01383,C0224,2025-02-09,1891.0,Online
,C0997,2025-11-07,2154.0,Online
,C0381,,2183.0,Online
O01386,C0937,2025-09-16,1236.0,Online
O01387,C0226,2024-11-20,1821.0,Online
O01388,C0093,2025-01-01,730.0,Online
O01389,C0129,2025-06-13,1845.0,Store
O01390,C0005,2025-10-29,1370.0,Store
O01391,,,1651.0,Online
O01392,C0589,2025-10-03,1240.0,Online
O01393,C0591,2025-10-06,1815.0,Store
O01394,C0698,,2501.0,Store
,C0765,2025-06-01,1138.0,Store
O01396,C0155,,2403.0,Store
O01397,C0609,2025-01-14,551.0,Store
O01398,C0127,2025-02-22,4862.0,Online
O01399,C0986,2025-08-30,1541.0,Online
O01400,C0686,2024-12-29,2946.0,Online
O01401,C0457,2025-10-03,477.0,Store
O01402,C0634,2025-04-02,3666.0,Online
O01403,C0646,2025-11-02,3834.0,Store
O01404,C0543,2025-02-06,1801.0,Store
O01405,C0809,2025-09-18,4972.0,Store
O01406,C0492,2025-07-27,2583.0,Store
O01407,C0222,2025-09-25,3602.0,Online
O01408,C0464,2025-10-24,3525.0,Online
O01409,C0825,2025-03-06,2237.0,
,C0956,2025-06-06,2040.0,Online
O01411,C0568,2025-09-02,125.0,Online
O01412,C0502,2025-05-15,3742.0,Online
O01413,C0335,2025-01-05,2273.0,Store
O01414,C0717,2025-07-27,2709.0,Store
O01415,C0664,2025-05-01,4296.0,Online
O01416,C0122,,1655.0,Store
O01417,C0748,,2890.0,Online
O01418,C0524,2025-06-30,4837.0,Store
O01419,C0133,2025-08-09,4439.0,Online
,C0651,2024-12-02,500.0,
O01421,,2025-03-30,458.0,Store
O01422,C0972,2024-11-21,2589.0,Store
O01423,C0861,,1475.0,Store
O01424,C0384,2025-05-24,4772.0,Online
O01425,C0953,2025-05-12,4068.0,Store
O01426,C0747,2025-10-17,1913.0,Online
O01427,C0710,2025-03-07,125.0,Online
O01428,C0054,2025-08-11,3743.0,Online
O01429,C0488,2025-01-23,1145.0,
O01430,C0871,2025-05-16,2023.0,Online
O01431,C0681,2025-02-13,3686.0,Store
O01432,C0283,2025-08-09,933.0,Online
,C0704,2025-02-19,3627.0,Store
O01434,C0163,2025-07-09,3004.0,Store
O01435,,2025-07-24,946.0,Store
O01436,C0840,2025-09-17,1202.0,Online
O01437,C0088,2025-01-27,485.0,Online
O01438,C0749,2024-12-12,1678.0,
O01439,C0872,2024-12-23,1327.0,
O01440,C0196,2025-10-06,4151.0,Store
O01441,C0421,2025-06-06,3886.0,Online
O01442,C0012,,2274.0,Store
O01443,,2025-04-19,,Store
O01444,C0120,2025-03-28,3029.0,Store
O01445,C0713,2025-04-17,2141.0,Store
O01446,C0592,2025-09-30,1204.0,Store
O01447,C0385,2025-10-04,3594.0,Store
O01448,,2025-10-09,4389.0,Store
O01449,,2025-09-14,1495.0,Online
O01450,C0651,2025-06-26,505.0,Online
O01451,C0484,2025-04-18,940.0,Online
O01452,C0712,2025-07-18,2076.0,Online
O01453,C0560,2025-01-31,3001.0,
,C0812,2025-11-17,3213.0,
,C0085,2024-12-22,2593.0,Online
O01456,C0584,2024-11-28,2061.0,Online
O01457,C0320,2025-04-28,4861.0,Online
O01458,C0586,2024-12-24,4607.0,Online
O01459,C0071,2024-11-26,297.0,Online
O01460,C0746,2025-09-27,707.0,
O01461,C0286,2025-08-29,3737.0,Online
O01462,C0375,2025-06-09,2030.0,Store
O01463,C0620,2025-06-27,3520.0,Online
O01464,C0880,2025-04-12,,Store
O01465,C0116,2025-04-13,1656.0,Store
O01466,C0482,2025-06-02,2083.0,Store
O01467,C0222,2025-11-01,486.0,Store
,C0803,2025-02-22,4937.0,Store
O01469,C0351,2025-04-02,1768.0,Store
O01470,C0296,2025-10-29,1816.0,Store
O01471,C0304,2025-11-07,3813.0,Online
O01472,C0468,2025-03-08,3715.0,
O01473,,2025-08-25,1622.0,Online
O01474,C0645,2025-01-10,967.0,Online
O01475,C0011,2025-10-23,1073.0,Online
O01476,C0714,2024-12-02,2895.0,Online
O01477,C0515,2024-12-19,1681.0,Store
O01478,,2025-03-18,2857.0,Store
O01479,C0715,2025-01-12,1589.0,Store
O01480,C0666,2025-05-05,543.0,Store
O01481,C0510,2025-10-09,3021.0,Store
O01482,C0567,2025-09-17,4627.0,Store
O01483,C0517,,4939.0,Online
O01484,C0169,2024-12-15,,Store
O01485,C0693,2025-03-31,2360.0,Online
O01486,C0868,2025-10-18,4269.0,Online
O01487,C0111,2025-02-06,696.0,Store
O01488,C0341,2025-11-08,4683.0,Online
O01489,C0871,2025-06-25,326.0,Store
O01490,C0922,2024-12-22,3706.0,Store
O01491,C0880,2025-02-02,4116.0,Store
O01492,C0336,2025-04-17,528.0,Online
O01493,,2025-10-09,3644.0,Online
O01494,C0339,2025-01-20,3535.0,Store
O01495,C0431,2025-06-28,931.0,Store
O01496,C0899,2025-03-11,2637.0,Online
O01497,C0827,2025-02-26,4941.0,Store
O01498,C0491,2024-11-18,720.0,Store
O01499,C0116,2025-05-11,4324.0,Online
O01500,C0608,2025-02-15,4016.0,Online
